sub	sup	status	for	against
embroiderer	shipwright	single	isco	
embroiderer	smith	single	isco	
embroiderer	spinster	single	isco	
embroiderer	splitter	single	isco	
embroiderer	sprayer	single	isco	
embroiderer	stainer	single	isco	
embroiderer	stonecutter	single	isco	
embroiderer	tuner	single	isco	
embroiderer	turner	single	isco	
embroiderer	varnisher	single	isco	
embroiderer	welder	single	isco	
embroiderer	woodcarver	single	isco	
embroiderer	worker	single	isco	
emergency	companion	single	sumo	
emphasis	companion	single	sumo	
employment-agent	agent	single	wordnet	
employment-agent	attribute	single	sumo	
employment-agent	broker	single	isco	
employment-agent	cameraman	single	isco	
employment-agent	communicator	single	wordnet	
employment-agent	detective	single	isco	
employment-agent	inquiry-agent	single	isco	
employment-agent	inspector	single	isco	
employment-agent	investment-banker	single	isco	
employment-agent	man	single	isco	
employment-agent	organism	single	wordnet	
employment-agent	paralegal	single	isco	
employment-agent	person	single	wordnet	
employment-agent	physical-object	single	wordnet	
employment-agent	promoter	single	isco	
employment-agent	property	single	sumo	
employment-agent	representative	single	wordnet	
employment-agent	representative-agent	single	wordnet	
employment-agent	supervisor	single	isco	
employment-agent	technician	single	isco	
employment-agent	trader	single	isco	
employment-agent	woman	single	isco	
employment-agent	worker	single	isco	
energizer	adviser	single	isco	
energizer	agent	accepted	sumo wordnet	
energizer	analyst.person	single	isco	
energizer	animal	single	sumo	
energizer	architect	single	isco	
energizer	artist	single	isco	
energizer	body	single	sumo	
energizer	copywriter	single	isco	
energizer	developer	single	isco	
energizer	educator	single	isco	
energizer	engineer	single	isco	
energizer	epidemiologist	single	isco	
energizer	expert	single	isco	
energizer	hearer	single	isco	
energizer	human	single	sumo	
energizer	immunologist	single	isco	
energizer	mammal	single	sumo	
energizer	organism	accepted	sumo wordnet	
energizer	person	accepted	sumo wordnet	
energizer	phenomenon	single	sumo	
energizer	physical-object	accepted	sumo wordnet	
energizer	populace	single	sumo	
energizer	practitioner	single	isco	
energizer	professional	single	isco	
energizer	research-worker	single	isco	
energizer	scientist	single	isco	
energizer	security-consultant	single	isco	
energizer	self	single	sumo	
energizer	specialist	single	isco	
energizer	species	single	sumo	
energizer	surveyor	single	isco	
energizer	systems-analyst	single	isco	
energizer	universe	single	sumo	
energizer	vertebrate	single	sumo	
energizer	worker	single	isco	
energizer	writer	single	isco	
engineer	skilled-worker	single	opencyc	
engraver	agent	single	wordnet	
engraver	attribute	single	sumo	
engraver	craftsman	single	wikidata	
engraver	organism	single	wordnet	
engraver	person	accepted	wikidata wordnet	
engraver	physical-object	single	wordnet	
engraver	property	single	sumo	
engraver	skilled-worker	single	wordnet	
engraver	worker	accepted	isco wordnet	
enologist	adviser	single	isco	
enologist	agent	single	wordnet	
enologist	analyst.person	single	isco	
enologist	architect	single	isco	
enologist	artist	single	isco	
enologist	attribute	single	sumo	
enologist	copywriter	single	isco	
enologist	developer	single	isco	
enologist	educator	single	isco	
enologist	engineer	single	isco	
enologist	epidemiologist	single	isco	
enologist	expert	accepted	isco wordnet	
enologist	hearer	single	isco	
enologist	immunologist	single	isco	
enologist	organism	single	wordnet	
enologist	person	single	wordnet	
enologist	physical-object	single	wordnet	
enologist	practitioner	single	isco	
enologist	professional	single	isco	
enologist	property	single	sumo	
enologist	research-worker	single	isco	
enologist	scientist	single	isco	
enologist	security-consultant	single	isco	
enologist	specialist	accepted	isco wordnet	
enologist	surveyor	single	isco	
enologist	systems-analyst	single	isco	
enologist	worker	single	isco	
enologist	writer	single	isco	
entomologist	adviser	single	isco	
entomologist	agent	single	wordnet	
entomologist	analyst.person	single	isco	
entomologist	architect	single	isco	
entomologist	artist	single	isco	
entomologist	attribute	single	sumo	
entomologist	copywriter	single	isco	
entomologist	developer	single	isco	
entomologist	educator	single	isco	
entomologist	engineer	single	isco	
entomologist	epidemiologist	single	isco	
entomologist	expert	single	isco	
entomologist	hearer	single	isco	
entomologist	immunologist	single	isco	
entomologist	organism	single	wordnet	
entomologist	person	single	wordnet	
entomologist	physical-object	single	wordnet	
entomologist	practitioner	single	isco	
entomologist	professional	single	isco	
entomologist	property	single	sumo	
entomologist	research-worker	accepted	isco wikidata	
entomologist	scientist	accepted	isco wikidata wordnet	
entomologist	security-consultant	single	isco	
entomologist	specialist	single	isco	
entomologist	surveyor	single	isco	
entomologist	systems-analyst	single	isco	
entomologist	toxicologist	single	isco	
entomologist	worker	single	isco	
entomologist	writer	single	isco	
entomologist	zoologist	accepted	wikidata wordnet	
environmentalist	adviser	single	isco	
environmentalist	agent	accepted	sumo wordnet	
environmentalist	analyst.person	single	isco	
environmentalist	architect	single	isco	
environmentalist	artist	single	isco	
environmentalist	collection	single	sumo	
environmentalist	copywriter	single	isco	
environmentalist	developer	single	isco	
environmentalist	educator	single	isco	
environmentalist	engineer	single	isco	
environmentalist	epidemiologist	single	isco	
environmentalist	expert	single	isco	
environmentalist	group	single	sumo	
environmentalist	hearer	single	isco	
environmentalist	human	single	opencyc	
environmentalist	immunologist	single	isco	
environmentalist	mammal	single	opencyc	
environmentalist	organism	single	wordnet	
environmentalist	people	single	sumo	
environmentalist	person	single	wordnet	
environmentalist	phenomenon	single	sumo	
environmentalist	physical-object	single	wordnet	
environmentalist	practitioner	single	isco	
environmentalist	professional	single	isco	
environmentalist	research-worker	single	isco	
environmentalist	school-class	single	sumo	
environmentalist	scientist	single	isco	
environmentalist	security-consultant	single	isco	
environmentalist	specialist	single	isco	
environmentalist	structure	single	opencyc	
environmentalist	surveyor	single	isco	
environmentalist	system	single	opencyc	
environmentalist	systems-analyst	single	isco	
environmentalist	toxicologist	single	isco	
environmentalist	universe	single	sumo	
environmentalist	vertebrate	single	opencyc	
environmentalist	worker	single	isco	
environmentalist	writer	single	isco	
epidemiologist	adult	single	opencyc	
epidemiologist	agent	single	wordnet	
epidemiologist	attribute	single	sumo	
epidemiologist	doctor	disputed	opencyc	isco
epidemiologist	human	single	opencyc	
epidemiologist	mammal	single	opencyc	
epidemiologist	medical-scientist	disputed	wikidata wordnet	isco
epidemiologist	organism	single	wordnet	
epidemiologist	person	single	wordnet	
epidemiologist	physical-object	single	wordnet	
epidemiologist	professional	single	opencyc	
epidemiologist	property	single	sumo	
epidemiologist	research-worker	single	wikidata	
epidemiologist	scientist	single	wordnet	
epidemiologist	skilled-worker	single	opencyc	
epidemiologist	structure	single	opencyc	
epidemiologist	system	single	opencyc	
epidemiologist	vertebrate	single	opencyc	
epidemiologist	worker	accepted	isco opencyc	
equilibrium	companion	single	sumo	
escort	companion	single	wordnet	
essayist	adviser	single	isco	
essayist	agent	single	wordnet	
essayist	analyst.person	single	isco	
essayist	architect	single	isco	
essayist	artist	single	isco	
essayist	communicator	single	wordnet	
essayist	copywriter	single	isco	
essayist	developer	single	isco	
essayist	editor	single	isco	
essayist	educator	single	isco	
essayist	engineer	single	isco	
essayist	epidemiologist	single	isco	
essayist	expert	single	isco	
essayist	hearer	single	isco	
essayist	immunologist	single	isco	
essayist	organism	single	wordnet	
essayist	person	single	wordnet	
essayist	physical-object	single	wordnet	
essayist	practitioner	single	isco	
essayist	professional	single	isco	
essayist	reporter	single	isco	
essayist	research-worker	single	isco	
essayist	scientist	single	isco	
essayist	security-consultant	single	isco	
essayist	specialist	single	isco	
essayist	sports-announcer	single	isco	
essayist	systems-analyst	single	isco	
essayist	translator	single	isco	
essayist	worker	single	isco	
essayist	writer	accepted	isco wordnet	
etcher	agent	accepted	sumo wordnet	
etcher	animal	single	sumo	
etcher	artist	single	wordnet	
etcher	beater	single	isco	
etcher	blaster	single	isco	
etcher	body	single	sumo	
etcher	bodybuilder	single	isco	
etcher	builder	single	isco	
etcher	cabinetmaker	single	isco	
etcher	caster.person	single	isco	
etcher	closer	single	isco	
etcher	compositor	single	isco	
etcher	craftsman	single	isco	
etcher	engraver	single	isco	
etcher	fitter	single	isco	
etcher	glassworker	single	isco	
etcher	grader	single	isco	
etcher	human	single	sumo	
etcher	ironworker	single	isco	
etcher	machinist	single	isco	
etcher	maker	single	isco	
etcher	mammal	single	sumo	
etcher	mender	single	isco	
etcher	organism	accepted	sumo wordnet	
etcher	painter	single	isco	
etcher	patternmaker	single	isco	
etcher	person	accepted	sumo wordnet	
etcher	phenomenon	single	sumo	
etcher	physical-object	accepted	sumo wordnet	
etcher	populace	single	sumo	
etcher	refinisher	single	isco	
etcher	rigger	single	isco	
etcher	self	single	sumo	
etcher	sewer	single	isco	
etcher	shipwright	single	isco	
etcher	smith	single	isco	
etcher	species	single	sumo	
etcher	spinster	single	isco	
etcher	splitter	single	isco	
etcher	sprayer	single	isco	
etcher	stonecutter	single	isco	
etcher	tuner	single	isco	
etcher	turner	single	isco	
etcher	universe	single	sumo	
etcher	varnisher	single	isco	
etcher	vertebrate	single	sumo	
etcher	welder	single	isco	
etcher	woodcarver	single	isco	
etcher	worker	single	isco	
ethnologist	adviser	single	isco	
ethnologist	agent	single	wordnet	
ethnologist	analyst.person	single	isco	
ethnologist	anthropologist	accepted	wikidata wordnet	
ethnologist	architect	single	isco	
ethnologist	artist	single	isco	
ethnologist	copywriter	single	isco	
ethnologist	developer	single	isco	
ethnologist	editor	single	isco	
ethnologist	educator	single	isco	
ethnologist	engineer	single	isco	
ethnologist	epidemiologist	single	isco	
ethnologist	expert	single	isco	
ethnologist	hearer	single	isco	
ethnologist	immunologist	single	isco	
ethnologist	organism	single	wordnet	
ethnologist	person	single	wordnet	
ethnologist	physical-object	single	wordnet	
ethnologist	practitioner	single	isco	
ethnologist	professional	single	isco	
ethnologist	reporter	single	isco	
ethnologist	research-worker	accepted	isco wikidata	
ethnologist	scientist	accepted	isco wikidata wordnet	
ethnologist	security-consultant	single	isco	
ethnologist	social-scientist	accepted	wikidata wordnet	
ethnologist	specialist	single	isco	
ethnologist	sports-announcer	single	isco	
ethnologist	systems-analyst	single	isco	
ethnologist	translator	single	isco	
ethnologist	worker	single	isco	
ethnologist	writer	single	isco	
etymologist	adviser	single	isco	
etymologist	agent	single	wordnet	
etymologist	analyst.person	single	isco	
etymologist	architect	single	isco	
etymologist	artist	single	isco	
etymologist	attribute	single	sumo	
etymologist	communicator	single	wordnet	
etymologist	compiler.person	single	wordnet	
etymologist	copywriter	single	isco	
etymologist	developer	single	isco	
etymologist	editor	single	isco	
etymologist	educator	single	isco	
etymologist	engineer	single	isco	
etymologist	epidemiologist	single	isco	
etymologist	expert	single	isco	
etymologist	hearer	single	isco	
etymologist	immunologist	single	isco	
etymologist	lexicographer	single	wordnet	
etymologist	linguist	accepted	wikidata wordnet	
etymologist	organism	single	wordnet	
etymologist	person	single	wordnet	
etymologist	philologist	single	wikidata	
etymologist	physical-object	single	wordnet	
etymologist	practitioner	single	isco	
etymologist	professional	single	isco	
etymologist	property	single	sumo	
etymologist	reporter	single	isco	
etymologist	research-worker	single	isco	
etymologist	scientist	accepted	isco wordnet	
etymologist	security-consultant	single	isco	
etymologist	specialist	single	isco	
etymologist	sports-announcer	single	isco	
etymologist	systems-analyst	single	isco	
etymologist	translator	single	isco	
etymologist	worker	single	isco	
etymologist	writer	accepted	isco wordnet	
evangelist	agent	single	wordnet	
evangelist	attribute	single	sumo	
evangelist	cameraman	single	isco	
evangelist	detective	single	isco	
evangelist	human	single	opencyc	
evangelist	inquiry-agent	single	isco	
evangelist	inspector	single	isco	
evangelist	leader	single	wordnet	
evangelist	mammal	single	opencyc	
evangelist	man	single	isco	
evangelist	organism	single	wordnet	
evangelist	paralegal	single	isco	
evangelist	person	single	wordnet	
evangelist	physical-object	single	wordnet	
evangelist	preacher	single	wordnet	
evangelist	promoter	single	isco	
evangelist	property	single	sumo	
